PRODUCT_SERIES	PRODUCT_CATEGORY	INSURANCE_PLAN	NAME	ACTIVATION_DATE	warrenty_years	INSURANCE_YEARS	SOLD_DATE	PRODUICT_SOLD	PRODUCT_PRICE	INSURANCE_PRICE	ACTIVATED	REPAIRS	Repair_cost
1539	2	0	Sample Product	2000-1-1	10	16	2000-1-1	53	727.0	872.4	1	6	1454.0	
1539	3	1	Sample Product	2000-1-1	19	25	2000-1-1	714	3519.0	4222.8	1	1	7038.0	
1539	2	2	Sample Product	2000-1-1	2	8	2000-1-1	797	872.0	1046.3999999999999	0	6	1744.0	
1540	3	2	Sample Product	2000-1-1	5	11	2000-1-1	222	780.0	936.0	0	7	1560.0	
 
1540	2	1	Sample Product	2000-1-1	13	19	2000-1-1	203	1298.0	1557.6	1	8	2596.0	
1540	2	1	Sample Product	2000-1-1	8	14	2000-1-1	432	638.0	765.6	0	7	1276.0	
1541	0	1	Sample Product	2000-1-1	13	19	2000-1-1	747	4587.0	5504.4	1	7	9174.0	
1541	3	1	Sample Product	2000-1-1	10	16	2000-1-1	482	3290.0	3948.0	1	7	6580.0	
1541	0	2	Sample Product	2000-1-1	6	12	2000-1-1	425	2858.0	3429.6	1	5	5716.0	
1541	4	2	Sample Product	2000-1-1	4	10	2000-1-1	754	3103.0	3723.6	1	6	6206.0	
1542	4	2	Sample Product	2000-1-1	12	18	2000-1-1	1389	1696.0	2035.1999999999998	1	9	3392.0	
1542	2	1	Sample Product	2000-1-1	12	18	2000-1-1	1691	1623.0	1947.6	0	6	3246.0	
1542	2	2	Sample Product	2000-1-1	2	8	2000-1-1	329	1183.0	1419.6	1	1	2366.0	
1542	0	2	Sample Product	2000-1-1	6	12	2000-1-1	376	4284.0	5140.8	0	3	8568.0	
1543	1	0	Sample Product	2000-1-1	17	23	2000-1-1	27	620.0	744.0	1	9	1240.0	
1543	2	2	Sample Product	2000-1-1	17	23	2000-1-1	948	2430.0	2916.0	0	6	4860.0	
1543	3	1	Sample Product	2000-1-1	15	21	2000-1-1	564	1530.0	1836.0	1	2	3060.0	
1543	2	1	Sample Product	2000-1-1	17	23	2000-1-1	1412	2009.0	2410.7999999999997	1	4	4018.0	
1544	1	1	Sample Product	2000-1-1	20	26	2000-1-1	642	2089.0	2506.7999999999997	1	2	4178.0	
1544	1	0	Sample Product	2000-1-1	18	24	2000-1-1	745	3425.0	4110.0	0	4	6850.0	
1544	4	2	Sample Product	2000-1-1	17	23	2000-1-1	1117	1023.0	1227.6	0	8	2046.0	
 
1545	2	2	Sample Product	2000-1-1	19	25	2000-1-1	58	765.0	918.0	0	3	1530.0	
1545	2	0	Sample Product	2000-1-1	7	13	2000-1-1	1859	933.0	1119.6	0	9	1866.0	
1545	1	0	Sample Product	2000-1-1	19	25	2000-1-1	693	39.0	46.8	0	3	78.0	
1545	4	1	Sample Product	2000-1-1	1	7	2000-1-1	88	4349.0	5218.8	0	9	8698.0	
1546	0	3	Sample Product	2000-1-1	14	20	2000-1-1	31	745.0	894.0	1	2	1490.0	
1546	0	1	Sample Product	2000-1-1	16	22	2000-1-1	225	1777.0	2132.4	1	3	3554.0	
1546	3	2	Sample Product	2000-1-1	18	24	2000-1-1	608	3919.0	4702.8	0	3	7838.0	
1546	0	1	Sample Product	2000-1-1	0	6	2000-1-1	1577	3698.0	4437.599999999999	0	5	7396.0	
 
 
 
1547	1	0	Sample Product	2000-1-1	5	11	2000-1-1	1641	184.0	220.79999999999998	0	1	368.0	
1548	2	2	Sample Product	2000-1-1	13	19	2000-1-1	263	2002.0	2402.4	1	8	4004.0	
1548	1	1	Sample Product	2000-1-1	11	17	2000-1-1	1199	980.0	1176.0	1	1	1960.0	
 
1548	0	2	Sample Product	2000-1-1	1	7	2000-1-1	1525	4050.0	4860.0	1	5	8100.0	
1549	3	2	Sample Product	2000-1-1	3	9	2000-1-1	317	3495.0	4194.0	0	7	6990.0	
1549	4	0	Sample Product	2000-1-1	14	20	2000-1-1	1399	2232.0	2678.4	1	3	4464.0	
1549	3	3	Sample Product	2000-1-1	14	20	2000-1-1	794	2290.0	2748.0	1	8	4580.0	
 
1550	2	3	Sample Product	2000-1-1	14	20	2000-1-1	901	2559.0	3070.7999999999997	1	5	5118.0	
1550	4	2	Sample Product	2000-1-1	18	24	2000-1-1	176	3954.0	4744.8	1	8	7908.0	
1550	0	0	Sample Product	2000-1-1	11	17	2000-1-1	996	4903.0	5883.599999999999	0	6	9806.0	
1550	2	1	Sample Product	2000-1-1	3	9	2000-1-1	1353	2760.0	3312.0	0	7	5520.0	
1551	1	2	Sample Product	2000-1-1	14	20	2000-1-1	1249	2301.0	2761.2	1	3	4602.0	
1551	4	1	Sample Product	2000-1-1	5	11	2000-1-1	947	2792.0	3350.4	0	9	5584.0	
1551	2	0	Sample Product	2000-1-1	5	11	2000-1-1	1948	276.0	331.2	0	3	552.0	
1551	0	2	Sample Product	2000-1-1	11	17	2000-1-1	1834	423.0	507.59999999999997	0	3	846.0	
1552	2	0	Sample Product	2000-1-1	7	13	2000-1-1	1575	511.0	613.1999999999999	0	4	1022.0	
1552	1	2	Sample Product	2000-1-1	3	9	2000-1-1	1684	3049.0	3658.7999999999997	1	4	6098.0	
 
1552	2	3	Sample Product	2000-1-1	5	11	2000-1-1	1018	4255.0	5106.0	1	10	8510.0	
1553	1	1	Sample Product	2000-1-1	15	21	2000-1-1	632	3102.0	3722.3999999999996	1	9	6204.0	
1553	0	1	Sample Product	2000-1-1	17	23	2000-1-1	336	3233.0	3879.6	0	0	6466.0	
1553	1	3	Sample Product	2000-1-1	8	14	2000-1-1	1579	2709.0	3250.7999999999997	1	2	5418.0	
1553	3	1	Sample Product	2000-1-1	11	17	2000-1-1	469	4268.0	5121.599999999999	0	9	8536.0	
1554	0	1	Sample Product	2000-1-1	20	26	2000-1-1	41	4265.0	5118.0	1	2	8530.0	
1554	2	3	Sample Product	2000-1-1	15	21	2000-1-1	433	2919.0	3502.7999999999997	0	9	5838.0	
1554	2	3	Sample Product	2000-1-1	17	23	2000-1-1	202	2875.0	3450.0	0	10	5750.0	
1554	2	1	Sample Product	2000-1-1	14	20	2000-1-1	1915	1659.0	1990.8	0	5	3318.0	
1555	1	2	Sample Product	2000-1-1	5	11	2000-1-1	1220	1028.0	1233.6	0	4	2056.0	
 
 
1555	3	2	Sample Product	2000-1-1	2	8	2000-1-1	213	307.0	368.4	0	3	614.0	
1556	0	3	Sample Product	2000-1-1	10	16	2000-1-1	57	527.0	632.4	0	4	1054.0	
 
1556	0	0	Sample Product	2000-1-1	2	8	2000-1-1	1996	3643.0	4371.599999999999	1	4	7286.0	
1556	0	3	Sample Product	2000-1-1	13	19	2000-1-1	912	3210.0	3852.0	1	8	6420.0	
1557	3	3	Sample Product	2000-1-1	3	9	2000-1-1	1583	1560.0	1872.0	0	8	3120.0	
 
 
 
 
1558	1	2	Sample Product	2000-1-1	14	20	2000-1-1	1124	4307.0	5168.4	0	9	8614.0	
1558	2	1	Sample Product	2000-1-1	4	10	2000-1-1	1978	4380.0	5256.0	1	1	8760.0	
1558	2	3	Sample Product	2000-1-1	10	16	2000-1-1	717	552.0	662.4	0	1	1104.0	
1559	3	2	Sample Product	2000-1-1	5	11	2000-1-1	1605	839.0	1006.8	0	9	1678.0	
1559	2	2	Sample Product	2000-1-1	4	10	2000-1-1	1863	3006.0	3607.2	1	4	6012.0	
1559	1	0	Sample Product	2000-1-1	17	23	2000-1-1	130	1136.0	1363.2	1	3	2272.0	
 
1560	2	2	Sample Product	2000-1-1	3	9	2000-1-1	1567	3344.0	4012.7999999999997	1	6	6688.0	
1560	1	1	Sample Product	2000-1-1	9	15	2000-1-1	48	1392.0	1670.3999999999999	1	1	2784.0	
 
1560	1	0	Sample Product	2000-1-1	3	9	2000-1-1	1851	34.0	40.8	0	4	68.0	
1561	2	3	Sample Product	2000-1-1	7	13	2000-1-1	1659	1392.0	1670.3999999999999	1	9	2784.0	
1561	0	3	Sample Product	2000-1-1	11	17	2000-1-1	1970	4680.0	5616.0	0	0	9360.0	
1561	3	2	Sample Product	2000-1-1	7	13	2000-1-1	156	54.0	64.8	0	4	108.0	
1561	3	3	Sample Product	2000-1-1	9	15	2000-1-1	212	791.0	949.1999999999999	1	6	1582.0	
1562	0	2	Sample Product	2000-1-1	8	14	2000-1-1	1911	1523.0	1827.6	1	10	3046.0	
1562	3	2	Sample Product	2000-1-1	12	18	2000-1-1	601	1775.0	2130.0	1	6	3550.0	
1562	2	0	Sample Product	2000-1-1	6	12	2000-1-1	1186	4547.0	5456.4	1	8	9094.0	
1562	1	1	Sample Product	2000-1-1	4	10	2000-1-1	38	4505.0	5406.0	1	7	9010.0	
1563	2	1	Sample Product	2000-1-1	8	14	2000-1-1	1431	1963.0	2355.6	1	1	3926.0	
1563	1	1	Sample Product	2000-1-1	5	11	2000-1-1	1754	1929.0	2314.7999999999997	1	7	3858.0	
1563	0	0	Sample Product	2000-1-1	0	6	2000-1-1	1640	699.0	838.8	0	5	1398.0	
 
1564	2	0	Sample Product	2000-1-1	5	11	2000-1-1	295	2979.0	3574.7999999999997	0	8	5958.0	
1564	1	1	Sample Product	2000-1-1	16	22	2000-1-1	539	1207.0	1448.3999999999999	0	6	2414.0	
1564	4	0	Sample Product	2000-1-1	4	10	2000-1-1	805	4573.0	5487.599999999999	0	0	9146.0	
1564	2	0	Sample Product	2000-1-1	7	13	2000-1-1	1203	2337.0	2804.4	0	6	4674.0	
1565	2	1	Sample Product	2000-1-1	7	13	2000-1-1	1367	1501.0	1801.2	1	3	3002.0	
1565	3	2	Sample Product	2000-1-1	12	18	2000-1-1	1854	4722.0	5666.4	0	1	9444.0	
1565	3	1	Sample Product	2000-1-1	15	21	2000-1-1	297	2359.0	2830.7999999999997	1	8	4718.0	
1565	1	0	Sample Product	2000-1-1	18	24	2000-1-1	405	49.0	58.8	0	1	98.0	
 
 
1566	4	1	Sample Product	2000-1-1	2	8	2000-1-1	746	3166.0	3799.2	0	7	6332.0	
1566	0	2	Sample Product	2000-1-1	18	24	2000-1-1	309	2636.0	3163.2	1	8	5272.0	
1567	1	2	Sample Product	2000-1-1	8	14	2000-1-1	1128	1055.0	1266.0	0	10	2110.0	
1567	2	0	Sample Product	2000-1-1	19	25	2000-1-1	1467	758.0	909.6	0	5	1516.0	
1567	3	0	Sample Product	2000-1-1	18	24	2000-1-1	1503	2353.0	2823.6	0	6	4706.0	
1567	2	2	Sample Product	2000-1-1	14	20	2000-1-1	1106	56.0	67.2	1	3	112.0	
 
 
 
1568	3	2	Sample Product	2000-1-1	14	20	2000-1-1	1009	4918.0	5901.599999999999	0	2	9836.0	
 
1569	4	1	Sample Product	2000-1-1	4	10	2000-1-1	719	1206.0	1447.2	0	7	2412.0	
1569	3	0	Sample Product	2000-1-1	13	19	2000-1-1	1425	3231.0	3877.2	0	8	6462.0	
1569	4	2	Sample Product	2000-1-1	12	18	2000-1-1	372	4843.0	5811.599999999999	0	5	9686.0	
 
1570	2	0	Sample Product	2000-1-1	1	7	2000-1-1	1697	1689.0	2026.8	1	6	3378.0	
1570	1	1	Sample Product	2000-1-1	18	24	2000-1-1	1113	883.0	1059.6	1	1	1766.0	
1570	1	3	Sample Product	2000-1-1	15	21	2000-1-1	899	2311.0	2773.2	0	2	4622.0	
 
1571	2	2	Sample Product	2000-1-1	18	24	2000-1-1	1794	2761.0	3313.2	1	2	5522.0	
1571	4	0	Sample Product	2000-1-1	18	24	2000-1-1	146	3521.0	4225.2	0	9	7042.0	
1571	3	2	Sample Product	2000-1-1	0	6	2000-1-1	1138	1848.0	2217.6	1	7	3696.0	
1572	2	2	Sample Product	2000-1-1	3	9	2000-1-1	1529	817.0	980.4	0	5	1634.0	
1572	3	0	Sample Product	2000-1-1	4	10	2000-1-1	774	1098.0	1317.6	0	5	2196.0	
1572	2	2	Sample Product	2000-1-1	7	13	2000-1-1	397	2503.0	3003.6	0	8	5006.0	
1572	1	2	Sample Product	2000-1-1	11	17	2000-1-1	1413	2771.0	3325.2	1	2	5542.0	
1573	2	2	Sample Product	2000-1-1	15	21	2000-1-1	481	3881.0	4657.2	0	8	7762.0	
 
1573	4	2	Sample Product	2000-1-1	2	8	2000-1-1	1864	4218.0	5061.599999999999	0	7	8436.0	
1573	2	2	Sample Product	2000-1-1	4	10	2000-1-1	1988	756.0	907.1999999999999	1	5	1512.0	
1574	1	1	Sample Product	2000-1-1	2	8	2000-1-1	1381	1835.0	2202.0	0	10	3670.0	
 
1574	2	3	Sample Product	2000-1-1	12	18	2000-1-1	1425	632.0	758.4	1	3	1264.0	
1574	3	0	Sample Product	2000-1-1	15	21	2000-1-1	748	2906.0	3487.2	0	9	5812.0	
1575	2	1	Sample Product	2000-1-1	4	10	2000-1-1	1266	4073.0	4887.599999999999	1	9	8146.0	
1575	0	1	Sample Product	2000-1-1	9	15	2000-1-1	944	2149.0	2578.7999999999997	0	5	4298.0	
1575	3	2	Sample Product	2000-1-1	10	16	2000-1-1	198	3735.0	4482.0	0	10	7470.0	
1575	4	2	Sample Product	2000-1-1	14	20	2000-1-1	365	2200.0	2640.0	1	10	4400.0	
1576	4	2	Sample Product	2000-1-1	17	23	2000-1-1	1001	502.0	602.4	0	1	1004.0	
1576	0	2	Sample Product	2000-1-1	18	24	2000-1-1	1755	2530.0	3036.0	1	2	5060.0	
1576	1	2	Sample Product	2000-1-1	17	23	2000-1-1	119	697.0	836.4	0	0	1394.0	
 
1577	3	2	Sample Product	2000-1-1	15	21	2000-1-1	308	4134.0	4960.8	1	1	8268.0	
 
1577	0	1	Sample Product	2000-1-1	1	7	2000-1-1	64	239.0	286.8	1	10	478.0	
1577	2	3	Sample Product	2000-1-1	0	6	2000-1-1	636	512.0	614.4	0	8	1024.0	
1578	4	3	Sample Product	2000-1-1	8	14	2000-1-1	1606	4814.0	5776.8	1	1	9628.0	
1578	1	1	Sample Product	2000-1-1	7	13	2000-1-1	514	2450.0	2940.0	1	3	4900.0	
1578	2	1	Sample Product	2000-1-1	10	16	2000-1-1	1123	832.0	998.4	0	4	1664.0	
 
1579	3	3	Sample Product	2000-1-1	13	19	2000-1-1	343	3021.0	3625.2	0	3	6042.0	
 
1579	3	2	Sample Product	2000-1-1	15	21	2000-1-1	761	3593.0	4311.599999999999	0	6	7186.0	
1579	3	2	Sample Product	2000-1-1	14	20	2000-1-1	1526	142.0	170.4	0	2	284.0	
1580	3	1	Sample Product	2000-1-1	5	11	2000-1-1	931	2659.0	3190.7999999999997	0	8	5318.0	
1580	3	0	Sample Product	2000-1-1	19	25	2000-1-1	402	13.0	15.6	1	1	26.0	
1580	1	3	Sample Product	2000-1-1	2	8	2000-1-1	1272	72.0	86.39999999999999	0	8	144.0	
1580	2	2	Sample Product	2000-1-1	0	6	2000-1-1	1577	4995.0	5994.0	1	8	9990.0	
1581	1	1	Sample Product	2000-1-1	6	12	2000-1-1	1407	1873.0	2247.6	0	3	3746.0	
1581	1	1	Sample Product	2000-1-1	18	24	2000-1-1	1811	9.0	10.799999999999999	0	6	18.0	
1581	4	1	Sample Product	2000-1-1	14	20	2000-1-1	1297	3344.0	4012.7999999999997	0	7	6688.0	
1581	3	3	Sample Product	2000-1-1	0	6	2000-1-1	196	2113.0	2535.6	0	1	4226.0	
 
 
1582	1	0	Sample Product	2000-1-1	9	15	2000-1-1	1610	2517.0	3020.4	0	1	5034.0	
1582	2	1	Sample Product	2000-1-1	7	13	2000-1-1	1059	1114.0	1336.8	0	0	2228.0	
1583	3	1	Sample Product	2000-1-1	1	7	2000-1-1	557	3574.0	4288.8	0	3	7148.0	
 
1583	2	1	Sample Product	2000-1-1	2	8	2000-1-1	96	4813.0	5775.599999999999	1	1	9626.0	
1583	4	2	Sample Product	2000-1-1	8	14	2000-1-1	1676	1747.0	2096.4	0	7	3494.0	
1584	2	2	Sample Product	2000-1-1	0	6	2000-1-1	792	343.0	411.59999999999997	1	1	686.0	
1584	2	3	Sample Product	2000-1-1	12	18	2000-1-1	18	4108.0	4929.599999999999	1	0	8216.0	
1584	0	1	Sample Product	2000-1-1	10	16	2000-1-1	1253	996.0	1195.2	0	9	1992.0	
 
 
1585	2	2	Sample Product	2000-1-1	10	16	2000-1-1	505	2947.0	3536.4	1	3	5894.0	
1585	4	3	Sample Product	2000-1-1	10	16	2000-1-1	258	636.0	763.1999999999999	0	2	1272.0	
1585	1	2	Sample Product	2000-1-1	15	21	2000-1-1	1712	3994.0	4792.8	1	8	7988.0	
1586	1	1	Sample Product	2000-1-1	10	16	2000-1-1	1774	1403.0	1683.6	1	8	2806.0	
1586	2	3	Sample Product	2000-1-1	20	26	2000-1-1	1139	3353.0	4023.6	0	1	6706.0	
1586	4	2	Sample Product	2000-1-1	15	21	2000-1-1	636	4906.0	5887.2	1	2	9812.0	
1586	1	0	Sample Product	2000-1-1	9	15	2000-1-1	515	4407.0	5288.4	1	10	8814.0	
 
1587	1	1	Sample Product	2000-1-1	9	15	2000-1-1	1129	3649.0	4378.8	1	1	7298.0	
1587	3	1	Sample Product	2000-1-1	13	19	2000-1-1	1846	1162.0	1394.3999999999999	1	1	2324.0	
1587	0	1	Sample Product	2000-1-1	17	23	2000-1-1	440	3244.0	3892.7999999999997	1	4	6488.0	
1588	4	2	Sample Product	2000-1-1	2	8	2000-1-1	150	4106.0	4927.2	0	1	8212.0	
1588	3	2	Sample Product	2000-1-1	3	9	2000-1-1	879	1106.0	1327.2	0	8	2212.0	
1588	0	2	Sample Product	2000-1-1	20	26	2000-1-1	979	4645.0	5574.0	1	4	9290.0	
1588	0	2	Sample Product	2000-1-1	17	23	2000-1-1	93	540.0	648.0	1	1	1080.0	
1589	0	1	Sample Product	2000-1-1	2	8	2000-1-1	1641	2078.0	2493.6	1	6	4156.0	
1589	2	2	Sample Product	2000-1-1	15	21	2000-1-1	321	363.0	435.59999999999997	1	5	726.0	
1589	2	2	Sample Product	2000-1-1	19	25	2000-1-1	834	920.0	1104.0	0	5	1840.0	
1589	3	1	Sample Product	2000-1-1	7	13	2000-1-1	454	1989.0	2386.7999999999997	1	1	3978.0	
1590	2	3	Sample Product	2000-1-1	6	12	2000-1-1	1408	2205.0	2646.0	1	3	4410.0	
 
1590	2	1	Sample Product	2000-1-1	2	8	2000-1-1	1037	2581.0	3097.2	1	7	5162.0	
1590	2	1	Sample Product	2000-1-1	17	23	2000-1-1	1596	1839.0	2206.7999999999997	1	7	3678.0	
1591	2	2	Sample Product	2000-1-1	16	22	2000-1-1	139	2106.0	2527.2	0	1	4212.0	
1591	3	2	Sample Product	2000-1-1	5	11	2000-1-1	317	3704.0	4444.8	0	4	7408.0	
 
1591	3	1	Sample Product	2000-1-1	11	17	2000-1-1	1807	4335.0	5202.0	1	5	8670.0	
1592	2	0	Sample Product	2000-1-1	2	8	2000-1-1	798	3766.0	4519.2	1	6	7532.0	
1592	2	2	Sample Product	2000-1-1	10	16	2000-1-1	1019	1420.0	1704.0	1	4	2840.0	
1592	1	2	Sample Product	2000-1-1	3	9	2000-1-1	1474	3327.0	3992.3999999999996	1	8	6654.0	
 
1593	2	2	Sample Product	2000-1-1	15	21	2000-1-1	196	894.0	1072.8	1	7	1788.0	
 
1593	0	0	Sample Product	2000-1-1	4	10	2000-1-1	1970	267.0	320.4	0	1	534.0	
1593	2	1	Sample Product	2000-1-1	11	17	2000-1-1	221	330.0	396.0	0	6	660.0	
 
 
1594	2	2	Sample Product	2000-1-1	9	15	2000-1-1	1139	4522.0	5426.4	1	7	9044.0	
1594	3	0	Sample Product	2000-1-1	17	23	2000-1-1	1334	935.0	1122.0	0	7	1870.0	
1595	3	1	Sample Product	2000-1-1	3	9	2000-1-1	548	3898.0	4677.599999999999	0	7	7796.0	
 
1595	2	1	Sample Product	2000-1-1	16	22	2000-1-1	1901	3937.0	4724.4	0	4	7874.0	
1595	2	3	Sample Product	2000-1-1	12	18	2000-1-1	391	3929.0	4714.8	1	2	7858.0	
 
1596	4	1	Sample Product	2000-1-1	12	18	2000-1-1	1155	4047.0	4856.4	1	1	8094.0	
1596	2	3	Sample Product	2000-1-1	14	20	2000-1-1	345	550.0	660.0	0	0	1100.0	
1596	1	2	Sample Product	2000-1-1	1	7	2000-1-1	1569	597.0	716.4	0	1	1194.0	
1597	1	1	Sample Product	2000-1-1	11	17	2000-1-1	1243	1714.0	2056.7999999999997	1	1	3428.0	
1597	2	2	Sample Product	2000-1-1	3	9	2000-1-1	1186	4522.0	5426.4	0	4	9044.0	
 
1597	1	3	Sample Product	2000-1-1	2	8	2000-1-1	1713	1222.0	1466.3999999999999	1	1	2444.0	
1598	4	1	Sample Product	2000-1-1	13	19	2000-1-1	44	1532.0	1838.3999999999999	1	3	3064.0	
 
1598	0	0	Sample Product	2000-1-1	2	8	2000-1-1	1448	3214.0	3856.7999999999997	1	7	6428.0	
1598	3	1	Sample Product	2000-1-1	5	11	2000-1-1	1882	3836.0	4603.2	0	3	7672.0	
1599	1	2	Sample Product	2000-1-1	1	7	2000-1-1	397	1994.0	2392.7999999999997	1	7	3988.0	
1599	1	0	Sample Product	2000-1-1	8	14	2000-1-1	712	925.0	1110.0	1	10	1850.0	
1599	3	1	Sample Product	2000-1-1	19	25	2000-1-1	818	2228.0	2673.6	0	3	4456.0	
 
 
 
1600	1	2	Sample Product	2000-1-1	10	16	2000-1-1	662	556.0	667.1999999999999	1	2	1112.0	
1600	3	1	Sample Product	2000-1-1	6	12	2000-1-1	1997	4596.0	5515.2	1	4	9192.0	
1601	0	1	Sample Product	2000-1-1	9	15	2000-1-1	1977	1173.0	1407.6	1	4	2346.0	
1601	4	1	Sample Product	2000-1-1	18	24	2000-1-1	182	394.0	472.79999999999995	0	8	788.0	
1601	1	2	Sample Product	2000-1-1	4	10	2000-1-1	934	2899.0	3478.7999999999997	1	9	5798.0	
1601	1	1	Sample Product	2000-1-1	0	6	2000-1-1	1110	4740.0	5688.0	1	4	9480.0	
1602	3	1	Sample Product	2000-1-1	17	23	2000-1-1	23	4617.0	5540.4	0	1	9234.0	
1602	4	2	Sample Product	2000-1-1	18	24	2000-1-1	89	1444.0	1732.8	0	1	2888.0	
 
1602	1	2	Sample Product	2000-1-1	16	22	2000-1-1	1074	96.0	115.19999999999999	0	4	192.0	
1603	4	1	Sample Product	2000-1-1	7	13	2000-1-1	1562	2088.0	2505.6	1	5	4176.0	
1603	1	0	Sample Product	2000-1-1	5	11	2000-1-1	183	1450.0	1740.0	1	9	2900.0	
 
1603	3	2	Sample Product	2000-1-1	8	14	2000-1-1	1704	4551.0	5461.2	0	9	9102.0	
1604	3	1	Sample Product	2000-1-1	19	25	2000-1-1	601	1751.0	2101.2	1	7	3502.0	
1604	0	1	Sample Product	2000-1-1	12	18	2000-1-1	61	4847.0	5816.4	1	3	9694.0	
1604	4	1	Sample Product	2000-1-1	5	11	2000-1-1	1945	4621.0	5545.2	0	7	9242.0	
1604	2	1	Sample Product	2000-1-1	4	10	2000-1-1	472	1940.0	2328.0	1	9	3880.0	
 
1605	0	1	Sample Product	2000-1-1	19	25	2000-1-1	264	4441.0	5329.2	0	2	8882.0	
1605	2	1	Sample Product	2000-1-1	10	16	2000-1-1	96	3245.0	3894.0	1	2	6490.0	
 
1606	2	0	Sample Product	2000-1-1	0	6	2000-1-1	1758	412.0	494.4	0	1	824.0	
1606	1	1	Sample Product	2000-1-1	6	12	2000-1-1	1621	1290.0	1548.0	0	5	2580.0	
1606	3	1	Sample Product	2000-1-1	5	11	2000-1-1	1747	3048.0	3657.6	1	1	6096.0	
 
1607	1	0	Sample Product	2000-1-1	8	14	2000-1-1	1941	4161.0	4993.2	0	1	8322.0	
1607	2	2	Sample Product	2000-1-1	10	16	2000-1-1	1790	4200.0	5040.0	0	10	8400.0	
 
1607	2	2	Sample Product	2000-1-1	18	24	2000-1-1	92	4624.0	5548.8	0	3	9248.0	
1608	3	1	Sample Product	2000-1-1	3	9	2000-1-1	399	4173.0	5007.599999999999	1	3	8346.0	
1608	1	2	Sample Product	2000-1-1	2	8	2000-1-1	245	1005.0	1206.0	0	4	2010.0	
 
1608	2	0	Sample Product	2000-1-1	1	7	2000-1-1	1047	3275.0	3930.0	1	8	6550.0	
1609	1	1	Sample Product	2000-1-1	10	16	2000-1-1	199	2155.0	2586.0	1	3	4310.0	
1609	2	1	Sample Product	2000-1-1	1	7	2000-1-1	1331	2297.0	2756.4	1	1	4594.0	
1609	4	2	Sample Product	2000-1-1	20	26	2000-1-1	106	3875.0	4650.0	0	3	7750.0	
 
 
1610	1	0	Sample Product	2000-1-1	7	13	2000-1-1	1899	2070.0	2484.0	0	2	4140.0	
1610	1	1	Sample Product	2000-1-1	17	23	2000-1-1	1175	2251.0	2701.2	1	1	4502.0	
1610	1	1	Sample Product	2000-1-1	9	15	2000-1-1	630	4532.0	5438.4	0	1	9064.0	
 
1611	2	2	Sample Product	2000-1-1	8	14	2000-1-1	915	519.0	622.8	0	5	1038.0	
 
1611	0	2	Sample Product	2000-1-1	2	8	2000-1-1	1472	1235.0	1482.0	1	8	2470.0	
1612	2	2	Sample Product	2000-1-1	3	9	2000-1-1	169	766.0	919.1999999999999	0	0	1532.0	
1612	1	1	Sample Product	2000-1-1	18	24	2000-1-1	611	2763.0	3315.6	0	6	5526.0	
1612	2	1	Sample Product	2000-1-1	4	10	2000-1-1	1059	2666.0	3199.2	1	6	5332.0	
1612	3	1	Sample Product	2000-1-1	17	23	2000-1-1	240	1698.0	2037.6	0	1	3396.0	
1613	2	1	Sample Product	2000-1-1	10	16	2000-1-1	695	1957.0	2348.4	0	9	3914.0	
1613	2	2	Sample Product	2000-1-1	12	18	2000-1-1	1910	3711.0	4453.2	0	3	7422.0	
1613	2	1	Sample Product	2000-1-1	10	16	2000-1-1	1816	3336.0	4003.2	0	8	6672.0	
 
1614	4	1	Sample Product	2000-1-1	18	24	2000-1-1	443	2424.0	2908.7999999999997	1	7	4848.0	
1614	1	1	Sample Product	2000-1-1	15	21	2000-1-1	505	221.0	265.2	1	10	442.0	
1614	1	1	Sample Product	2000-1-1	18	24	2000-1-1	192	2991.0	3589.2	1	3	5982.0	
1614	1	1	Sample Product	2000-1-1	16	22	2000-1-1	1834	2443.0	2931.6	0	6	4886.0	
1615	3	0	Sample Product	2000-1-1	5	11	2000-1-1	1635	1732.0	2078.4	1	9	3464.0	
1615	3	1	Sample Product	2000-1-1	2	8	2000-1-1	346	2455.0	2946.0	0	5	4910.0	
1615	3	0	Sample Product	2000-1-1	9	15	2000-1-1	239	2210.0	2652.0	0	0	4420.0	
1615	1	2	Sample Product	2000-1-1	14	20	2000-1-1	499	4978.0	5973.599999999999	0	9	9956.0	
1616	0	1	Sample Product	2000-1-1	14	20	2000-1-1	1342	1105.0	1326.0	1	7	2210.0	
1616	3	2	Sample Product	2000-1-1	7	13	2000-1-1	815	1162.0	1394.3999999999999	0	3	2324.0	
1616	3	2	Sample Product	2000-1-1	2	8	2000-1-1	1988	3135.0	3762.0	0	9	6270.0	
1616	1	2	Sample Product	2000-1-1	12	18	2000-1-1	443	1060.0	1272.0	0	2	2120.0	
1617	0	2	Sample Product	2000-1-1	20	26	2000-1-1	458	2272.0	2726.4	1	0	4544.0	
1617	3	3	Sample Product	2000-1-1	15	21	2000-1-1	396	3598.0	4317.599999999999	0	8	7196.0	
1617	2	3	Sample Product	2000-1-1	15	21	2000-1-1	1001	883.0	1059.6	1	7	1766.0	
 
1618	4	2	Sample Product	2000-1-1	19	25	2000-1-1	115	251.0	301.2	0	2	502.0	
1618	1	0	Sample Product	2000-1-1	18	24	2000-1-1	183	3149.0	3778.7999999999997	1	4	6298.0	
1618	1	3	Sample Product	2000-1-1	2	8	2000-1-1	1334	1772.0	2126.4	0	9	3544.0	
