PRODUCT_UID	PRODUCT_SERIES	PRODUCT_CATEGORY	INSURANCE_PLAN	NAME	ACTIVATION_DATE	ITERATION	INSURANCE_YEARS	INSURANCE_DETAILS	PRODUICT_SOLD	PRICE	ACTIVATED	REPAIRS
5876	1469	0	1	Sample Product	1901-02-01	3	10	Sample Insurance	1121	659.0	false	2
5877	1469	3	1	Sample Product	1901-02-01	17	9	Sample Insurance	1435	1805.0	true	0
5878	1469	1	0	Sample Product	1901-02-01	19	5	Sample Insurance	523	3507.0	true	2
5879	1469	3	3	Sample Product	1901-02-01	16	0	Sample Insurance	794	2862.0	true	1
5880	1470	4	3	Sample Product	1901-02-01	8	11	Sample Insurance	1735	4525.0	false	9
5881	1470	1	2	Sample Product	1901-02-01	4	11	Sample Insurance	163	1960.0	false	2
5882	1470	4	3	Sample Product	1901-02-01	6	11	Sample Insurance	1027	3598.0	true	5
5883	1470	2	2	Sample Product	1901-02-01	6	7	Sample Insurance	1775	3458.0	true	8
5884	1471	3	0	Sample Product	1901-02-01	17	4	Sample Insurance	1790	2039.0	false	9
5885	1471	2	2	Sample Product	1901-02-01	7	7	Sample Insurance	897	4519.0	true	6
5886	1471	2	0	Sample Product	1901-02-01	17	15	Sample Insurance	1469	4572.0	false	4
5887	1471	3	1	Sample Product	1901-02-01	2	0	Sample Insurance	1109	3354.0	true	10
5888	1472	3	2	Sample Product	1901-02-01	13	5	Sample Insurance	1446	4453.0	true	7
5889	1472	2	1	Sample Product	1901-02-01	7	8	Sample Insurance	1033	1858.0	false	9
5890	1472	1	0	Sample Product	1901-02-01	14	19	Sample Insurance	862	4247.0	false	8
5891	1472	1	2	Sample Product	1901-02-01	5	2	Sample Insurance	1505	140.0	true	2
5892	1473	1	2	Sample Product	1901-02-01	17	9	Sample Insurance	1387	4735.0	false	4
5893	1473	2	1	Sample Product	1901-02-01	2	10	Sample Insurance	196	446.0	true	8
5894	1473	3	2	Sample Product	1901-02-01	0	14	Sample Insurance	1941	4481.0	true	1
5895	1473	3	3	Sample Product	1901-02-01	3	17	Sample Insurance	670	2979.0	false	9
5896	1474	3	0	Sample Product	1901-02-01	3	13	Sample Insurance	348	2531.0	false	5
5897	1474	2	2	Sample Product	1901-02-01	6	9	Sample Insurance	900	1115.0	true	9
5898	1474	1	2	Sample Product	1901-02-01	0	19	Sample Insurance	948	1764.0	false	1
5899	1474	0	1	Sample Product	1901-02-01	14	4	Sample Insurance	218	3507.0	true	4
5900	1475	1	2	Sample Product	1901-02-01	8	5	Sample Insurance	1149	384.0	true	6
5901	1475	1	2	Sample Product	1901-02-01	2	16	Sample Insurance	1711	593.0	false	8
5902	1475	3	2	Sample Product	1901-02-01	8	14	Sample Insurance	1920	4059.0	true	5
5903	1475	0	2	Sample Product	1901-02-01	15	3	Sample Insurance	1076	2989.0	false	7
5904	1476	1	1	Sample Product	1901-02-01	19	11	Sample Insurance	1234	1200.0	false	5
5905	1476	3	2	Sample Product	1901-02-01	2	2	Sample Insurance	899	4282.0	false	7
5906	1476	3	2	Sample Product	1901-02-01	3	10	Sample Insurance	1462	3891.0	false	6
5907	1476	3	2	Sample Product	1901-02-01	14	15	Sample Insurance	1397	720.0	true	4
5908	1477	3	0	Sample Product	1901-02-01	8	19	Sample Insurance	1698	1959.0	true	8
5909	1477	1	2	Sample Product	1901-02-01	16	7	Sample Insurance	597	286.0	false	6
5910	1477	1	2	Sample Product	1901-02-01	1	16	Sample Insurance	42	2690.0	true	8
5911	1477	1	1	Sample Product	1901-02-01	16	17	Sample Insurance	962	3681.0	true	2
5912	1478	1	1	Sample Product	1901-02-01	14	12	Sample Insurance	822	3688.0	true	5
5913	1478	1	1	Sample Product	1901-02-01	1	13	Sample Insurance	1464	4689.0	false	5
5914	1478	3	1	Sample Product	1901-02-01	4	15	Sample Insurance	1764	1381.0	false	0
5915	1478	0	3	Sample Product	1901-02-01	15	13	Sample Insurance	95	2441.0	true	3
5916	1479	0	2	Sample Product	1901-02-01	6	7	Sample Insurance	107	2670.0	true	7
5917	1479	3	3	Sample Product	1901-02-01	17	19	Sample Insurance	1837	3081.0	true	6
5918	1479	4	0	Sample Product	1901-02-01	2	2	Sample Insurance	659	2224.0	false	1
5919	1479	0	2	Sample Product	1901-02-01	15	1	Sample Insurance	1064	3310.0	true	5
5920	1480	3	2	Sample Product	1901-02-01	15	14	Sample Insurance	807	2916.0	false	8
5921	1480	3	3	Sample Product	1901-02-01	13	12	Sample Insurance	1396	3342.0	false	2
5922	1480	2	1	Sample Product	1901-02-01	9	9	Sample Insurance	1463	1907.0	false	7
5923	1480	3	2	Sample Product	1901-02-01	11	15	Sample Insurance	1996	1742.0	true	6
5924	1481	0	0	Sample Product	1901-02-01	7	5	Sample Insurance	961	4874.0	false	1
5925	1481	1	1	Sample Product	1901-02-01	6	5	Sample Insurance	1314	4665.0	true	5
5926	1481	3	1	Sample Product	1901-02-01	19	16	Sample Insurance	901	884.0	false	1
5927	1481	2	0	Sample Product	1901-02-01	3	15	Sample Insurance	1278	1989.0	true	2
5928	1482	0	1	Sample Product	1901-02-01	4	5	Sample Insurance	930	403.0	true	10
5929	1482	3	1	Sample Product	1901-02-01	17	0	Sample Insurance	923	2838.0	true	1
5930	1482	1	2	Sample Product	1901-02-01	8	3	Sample Insurance	1475	3967.0	false	9
5931	1482	3	2	Sample Product	1901-02-01	3	7	Sample Insurance	473	3005.0	true	8
5932	1483	1	2	Sample Product	1901-02-01	9	10	Sample Insurance	1423	3981.0	true	4
5933	1483	2	1	Sample Product	1901-02-01	8	0	Sample Insurance	866	1768.0	false	9
5934	1483	1	2	Sample Product	1901-02-01	3	11	Sample Insurance	1740	2169.0	true	10
5935	1483	1	0	Sample Product	1901-02-01	20	17	Sample Insurance	1722	599.0	false	9
5936	1484	0	3	Sample Product	1901-02-01	16	8	Sample Insurance	38	175.0	true	5
5937	1484	4	3	Sample Product	1901-02-01	19	15	Sample Insurance	760	1266.0	false	5
5938	1484	2	2	Sample Product	1901-02-01	14	7	Sample Insurance	1092	792.0	true	6
5939	1484	3	0	Sample Product	1901-02-01	19	6	Sample Insurance	1657	836.0	true	0
5940	1485	1	2	Sample Product	1901-02-01	5	6	Sample Insurance	291	2356.0	false	1
5941	1485	3	3	Sample Product	1901-02-01	18	10	Sample Insurance	1352	1066.0	true	5
5942	1485	3	2	Sample Product	1901-02-01	12	13	Sample Insurance	1049	3767.0	true	2
5943	1485	3	1	Sample Product	1901-02-01	13	11	Sample Insurance	1803	4693.0	true	10
5944	1486	2	2	Sample Product	1901-02-01	2	6	Sample Insurance	1149	2666.0	true	7
5945	1486	2	0	Sample Product	1901-02-01	10	16	Sample Insurance	1177	1114.0	true	0
5946	1486	2	3	Sample Product	1901-02-01	9	1	Sample Insurance	1037	4250.0	false	0
5947	1486	4	3	Sample Product	1901-02-01	16	9	Sample Insurance	1495	3964.0	true	9
5948	1487	1	1	Sample Product	1901-02-01	4	13	Sample Insurance	1065	3233.0	false	7
5949	1487	1	2	Sample Product	1901-02-01	17	13	Sample Insurance	1717	3088.0	false	1
5950	1487	1	3	Sample Product	1901-02-01	8	11	Sample Insurance	670	1455.0	true	1
5951	1487	0	1	Sample Product	1901-02-01	19	11	Sample Insurance	1276	3407.0	true	6
5952	1488	3	2	Sample Product	1901-02-01	9	9	Sample Insurance	509	3633.0	false	3
5953	1488	3	2	Sample Product	1901-02-01	14	8	Sample Insurance	1057	3179.0	true	5
5954	1488	3	3	Sample Product	1901-02-01	16	18	Sample Insurance	533	3753.0	false	4
5955	1488	2	2	Sample Product	1901-02-01	18	15	Sample Insurance	815	4153.0	true	3
5956	1489	4	2	Sample Product	1901-02-01	11	9	Sample Insurance	1006	4613.0	true	2
5957	1489	3	2	Sample Product	1901-02-01	19	9	Sample Insurance	47	1120.0	true	3
5958	1489	1	2	Sample Product	1901-02-01	0	18	Sample Insurance	1470	3006.0	true	8
5959	1489	1	2	Sample Product	1901-02-01	1	8	Sample Insurance	1307	3357.0	true	5
5960	1490	3	1	Sample Product	1901-02-01	19	1	Sample Insurance	661	3051.0	false	7
5961	1490	1	2	Sample Product	1901-02-01	1	12	Sample Insurance	958	466.0	true	7
5962	1490	4	2	Sample Product	1901-02-01	10	8	Sample Insurance	362	164.0	true	3
5963	1490	4	2	Sample Product	1901-02-01	1	12	Sample Insurance	386	104.0	true	3
5964	1491	2	1	Sample Product	1901-02-01	7	17	Sample Insurance	202	3176.0	true	4
5965	1491	0	2	Sample Product	1901-02-01	1	3	Sample Insurance	641	117.0	false	7
5966	1491	3	1	Sample Product	1901-02-01	5	19	Sample Insurance	411	2099.0	true	1
5967	1491	2	2	Sample Product	1901-02-01	15	15	Sample Insurance	1534	2556.0	false	2
5968	1492	1	3	Sample Product	1901-02-01	14	1	Sample Insurance	1504	4030.0	true	1
5969	1492	3	2	Sample Product	1901-02-01	11	3	Sample Insurance	181	2101.0	false	4
5970	1492	0	0	Sample Product	1901-02-01	10	6	Sample Insurance	1926	4703.0	true	3
5971	1492	2	0	Sample Product	1901-02-01	8	4	Sample Insurance	1984	1364.0	false	8
5972	1493	1	2	Sample Product	1901-02-01	11	11	Sample Insurance	629	3186.0	false	9
5973	1493	1	0	Sample Product	1901-02-01	16	11	Sample Insurance	1064	602.0	true	8
5974	1493	1	3	Sample Product	1901-02-01	7	15	Sample Insurance	1604	2222.0	false	0
5975	1493	4	2	Sample Product	1901-02-01	4	12	Sample Insurance	1134	4313.0	false	8
5976	1494	1	3	Sample Product	1901-02-01	12	13	Sample Insurance	1355	1713.0	false	9
5977	1494	0	2	Sample Product	1901-02-01	14	4	Sample Insurance	1826	2235.0	false	7
5978	1494	2	1	Sample Product	1901-02-01	3	18	Sample Insurance	315	2852.0	false	2
5979	1494	1	2	Sample Product	1901-02-01	15	16	Sample Insurance	1452	2231.0	true	3
5980	1495	4	2	Sample Product	1901-02-01	2	1	Sample Insurance	1212	395.0	true	9
5981	1495	1	0	Sample Product	1901-02-01	5	7	Sample Insurance	1218	2578.0	true	7
5982	1495	1	2	Sample Product	1901-02-01	16	12	Sample Insurance	1380	578.0	false	7
5983	1495	2	0	Sample Product	1901-02-01	3	14	Sample Insurance	1883	1141.0	true	6
5984	1496	3	0	Sample Product	1901-02-01	9	11	Sample Insurance	13	2189.0	false	9
5985	1496	2	1	Sample Product	1901-02-01	14	6	Sample Insurance	1859	3949.0	false	3
5986	1496	4	2	Sample Product	1901-02-01	6	3	Sample Insurance	1363	3265.0	true	5
5987	1496	0	3	Sample Product	1901-02-01	6	17	Sample Insurance	1761	661.0	false	7
5988	1497	1	1	Sample Product	1901-02-01	15	19	Sample Insurance	889	950.0	true	9
5989	1497	2	1	Sample Product	1901-02-01	19	7	Sample Insurance	398	4432.0	true	2
5990	1497	1	2	Sample Product	1901-02-01	14	0	Sample Insurance	1346	1995.0	false	2
5991	1497	0	3	Sample Product	1901-02-01	20	14	Sample Insurance	1214	3664.0	true	9
5992	1498	0	2	Sample Product	1901-02-01	1	2	Sample Insurance	1822	1392.0	false	5
5993	1498	4	1	Sample Product	1901-02-01	2	16	Sample Insurance	171	3161.0	true	6
5994	1498	2	3	Sample Product	1901-02-01	5	4	Sample Insurance	717	1667.0	false	0
5995	1498	2	2	Sample Product	1901-02-01	20	10	Sample Insurance	76	2173.0	true	2
5996	1499	4	0	Sample Product	1901-02-01	6	4	Sample Insurance	1675	304.0	true	6
5997	1499	0	3	Sample Product	1901-02-01	4	15	Sample Insurance	359	1841.0	false	3
5998	1499	1	0	Sample Product	1901-02-01	12	8	Sample Insurance	1451	2827.0	true	4
5999	1499	1	2	Sample Product	1901-02-01	13	9	Sample Insurance	1290	4523.0	false	0
6000	1500	4	1	Sample Product	1901-02-01	2	13	Sample Insurance	731	4015.0	true	4
6001	1500	2	1	Sample Product	1901-02-01	5	2	Sample Insurance	1645	2533.0	true	6
6002	1500	3	1	Sample Product	1901-02-01	14	7	Sample Insurance	894	4768.0	false	3
6003	1500	1	1	Sample Product	1901-02-01	6	15	Sample Insurance	818	3757.0	true	10
6004	1501	4	2	Sample Product	1901-02-01	9	10	Sample Insurance	1721	2114.0	true	4
6005	1501	1	1	Sample Product	1901-02-01	15	8	Sample Insurance	375	1677.0	true	0
6006	1501	0	2	Sample Product	1901-02-01	9	2	Sample Insurance	1047	4864.0	true	4
6007	1501	3	3	Sample Product	1901-02-01	13	7	Sample Insurance	54	2283.0	false	7
6008	1502	2	2	Sample Product	1901-02-01	10	19	Sample Insurance	1360	2410.0	false	4
6009	1502	3	0	Sample Product	1901-02-01	1	19	Sample Insurance	1214	376.0	true	2
6010	1502	3	1	Sample Product	1901-02-01	19	15	Sample Insurance	346	4166.0	true	7
6011	1502	1	2	Sample Product	1901-02-01	8	13	Sample Insurance	725	2777.0	true	7
6012	1503	2	3	Sample Product	1901-02-01	1	7	Sample Insurance	379	2154.0	false	6
6013	1503	4	2	Sample Product	1901-02-01	4	4	Sample Insurance	304	919.0	true	2
6014	1503	3	2	Sample Product	1901-02-01	17	12	Sample Insurance	1951	4237.0	false	6
6015	1503	2	3	Sample Product	1901-02-01	5	12	Sample Insurance	302	337.0	false	3
6016	1504	3	2	Sample Product	1901-02-01	19	4	Sample Insurance	59	498.0	false	8
6017	1504	2	2	Sample Product	1901-02-01	2	12	Sample Insurance	926	4560.0	true	4
6018	1504	3	1	Sample Product	1901-02-01	18	5	Sample Insurance	523	251.0	true	5
6019	1504	0	1	Sample Product	1901-02-01	1	18	Sample Insurance	1913	883.0	false	0
6020	1505	1	0	Sample Product	1901-02-01	18	11	Sample Insurance	1263	2217.0	false	8
6021	1505	1	1	Sample Product	1901-02-01	14	5	Sample Insurance	1651	550.0	false	4
6022	1505	0	1	Sample Product	1901-02-01	18	1	Sample Insurance	1511	325.0	true	7
6023	1505	3	3	Sample Product	1901-02-01	7	10	Sample Insurance	741	815.0	false	2
6024	1506	1	3	Sample Product	1901-02-01	8	12	Sample Insurance	1972	2672.0	true	8
6025	1506	2	0	Sample Product	1901-02-01	14	8	Sample Insurance	1005	1412.0	false	1
6026	1506	1	2	Sample Product	1901-02-01	18	19	Sample Insurance	933	1116.0	false	7
6027	1506	4	2	Sample Product	1901-02-01	18	13	Sample Insurance	942	2912.0	false	6
6028	1507	2	3	Sample Product	1901-02-01	0	9	Sample Insurance	1314	4025.0	false	7
6029	1507	1	2	Sample Product	1901-02-01	3	6	Sample Insurance	625	4472.0	true	4
6030	1507	2	0	Sample Product	1901-02-01	7	7	Sample Insurance	1662	4660.0	true	8
6031	1507	0	1	Sample Product	1901-02-01	14	12	Sample Insurance	1049	3487.0	false	8
6032	1508	4	3	Sample Product	1901-02-01	17	7	Sample Insurance	100	2708.0	false	9
6033	1508	0	2	Sample Product	1901-02-01	17	13	Sample Insurance	916	4632.0	true	5
6034	1508	2	2	Sample Product	1901-02-01	20	9	Sample Insurance	208	1460.0	false	8
6035	1508	2	1	Sample Product	1901-02-01	3	4	Sample Insurance	1878	794.0	false	3
6036	1509	0	1	Sample Product	1901-02-01	8	0	Sample Insurance	1859	3133.0	true	5
6037	1509	3	1	Sample Product	1901-02-01	5	14	Sample Insurance	1211	3406.0	false	4
6038	1509	1	2	Sample Product	1901-02-01	11	11	Sample Insurance	1998	4833.0	false	9
6039	1509	2	0	Sample Product	1901-02-01	12	4	Sample Insurance	942	4674.0	false	2
6040	1510	0	0	Sample Product	1901-02-01	9	4	Sample Insurance	365	2666.0	true	7
6041	1510	3	2	Sample Product	1901-02-01	8	5	Sample Insurance	425	4193.0	true	4
6042	1510	3	1	Sample Product	1901-02-01	17	1	Sample Insurance	1164	1494.0	false	3
6043	1510	1	2	Sample Product	1901-02-01	18	3	Sample Insurance	1354	2464.0	false	8
6044	1511	2	2	Sample Product	1901-02-01	7	9	Sample Insurance	1677	2835.0	true	8
6045	1511	4	2	Sample Product	1901-02-01	8	3	Sample Insurance	222	3804.0	false	2
6046	1511	4	1	Sample Product	1901-02-01	9	2	Sample Insurance	823	3403.0	true	2
6047	1511	3	3	Sample Product	1901-02-01	7	9	Sample Insurance	1236	1149.0	true	1
6048	1512	4	1	Sample Product	1901-02-01	10	10	Sample Insurance	667	1800.0	true	8
6049	1512	4	2	Sample Product	1901-02-01	18	16	Sample Insurance	663	248.0	true	2
6050	1512	4	0	Sample Product	1901-02-01	18	1	Sample Insurance	1864	849.0	true	0
6051	1512	1	0	Sample Product	1901-02-01	0	12	Sample Insurance	1631	763.0	true	7
6052	1513	4	1	Sample Product	1901-02-01	4	5	Sample Insurance	58	3070.0	false	7
6053	1513	3	0	Sample Product	1901-02-01	18	10	Sample Insurance	371	1750.0	true	8
6054	1513	0	1	Sample Product	1901-02-01	17	20	Sample Insurance	224	1799.0	false	1
6055	1513	2	1	Sample Product	1901-02-01	19	15	Sample Insurance	906	4046.0	true	6
6056	1514	1	2	Sample Product	1901-02-01	10	13	Sample Insurance	1952	463.0	false	4
6057	1514	0	2	Sample Product	1901-02-01	16	19	Sample Insurance	1186	2039.0	false	9
6058	1514	2	3	Sample Product	1901-02-01	3	3	Sample Insurance	680	2482.0	false	3
6059	1514	2	1	Sample Product	1901-02-01	4	10	Sample Insurance	1665	2344.0	false	8
6060	1515	3	3	Sample Product	1901-02-01	12	9	Sample Insurance	1869	4330.0	false	1
6061	1515	3	1	Sample Product	1901-02-01	17	8	Sample Insurance	1326	1868.0	true	3
6062	1515	4	1	Sample Product	1901-02-01	3	5	Sample Insurance	1126	4232.0	false	9
6063	1515	2	1	Sample Product	1901-02-01	6	19	Sample Insurance	152	2766.0	false	6
6064	1516	3	3	Sample Product	1901-02-01	5	6	Sample Insurance	1274	4013.0	true	5
6065	1516	1	2	Sample Product	1901-02-01	9	12	Sample Insurance	1041	1800.0	false	5
6066	1516	1	3	Sample Product	1901-02-01	8	11	Sample Insurance	1359	1581.0	true	3
6067	1516	2	1	Sample Product	1901-02-01	20	18	Sample Insurance	165	1583.0	true	1
6068	1517	4	1	Sample Product	1901-02-01	9	2	Sample Insurance	614	1566.0	true	6
6069	1517	2	1	Sample Product	1901-02-01	5	8	Sample Insurance	777	1229.0	true	4
6070	1517	2	3	Sample Product	1901-02-01	10	4	Sample Insurance	360	1595.0	false	8
6071	1517	0	2	Sample Product	1901-02-01	3	12	Sample Insurance	1460	3885.0	false	2
6072	1518	1	2	Sample Product	1901-02-01	13	12	Sample Insurance	852	1718.0	true	10
6073	1518	3	3	Sample Product	1901-02-01	18	5	Sample Insurance	1827	3666.0	true	8
6074	1518	3	0	Sample Product	1901-02-01	5	6	Sample Insurance	79	4471.0	false	2
6075	1518	2	2	Sample Product	1901-02-01	18	6	Sample Insurance	660	4481.0	false	8
6076	1519	1	0	Sample Product	1901-02-01	17	7	Sample Insurance	1498	3092.0	false	9
6077	1519	2	2	Sample Product	1901-02-01	18	5	Sample Insurance	1497	3258.0	false	7
6078	1519	2	2	Sample Product	1901-02-01	19	11	Sample Insurance	1720	373.0	true	2
6079	1519	1	3	Sample Product	1901-02-01	4	9	Sample Insurance	665	56.0	true	10
6080	1520	4	2	Sample Product	1901-02-01	2	13	Sample Insurance	1141	666.0	true	1
6081	1520	2	0	Sample Product	1901-02-01	8	6	Sample Insurance	757	2577.0	true	8
6082	1520	4	3	Sample Product	1901-02-01	1	13	Sample Insurance	518	2524.0	true	8
6083	1520	4	2	Sample Product	1901-02-01	6	17	Sample Insurance	557	2571.0	true	9
6084	1521	4	0	Sample Product	1901-02-01	6	19	Sample Insurance	487	4494.0	false	5
6085	1521	2	0	Sample Product	1901-02-01	14	6	Sample Insurance	405	1638.0	false	7
6086	1521	0	2	Sample Product	1901-02-01	4	16	Sample Insurance	1030	1548.0	false	9
6087	1521	3	1	Sample Product	1901-02-01	1	8	Sample Insurance	12	3919.0	false	9
6088	1522	0	0	Sample Product	1901-02-01	3	10	Sample Insurance	1887	4668.0	true	8
6089	1522	2	3	Sample Product	1901-02-01	18	4	Sample Insurance	1720	3186.0	true	3
6090	1522	3	2	Sample Product	1901-02-01	1	6	Sample Insurance	912	1061.0	false	2
6091	1522	3	1	Sample Product	1901-02-01	12	14	Sample Insurance	205	1825.0	false	8
6092	1523	4	0	Sample Product	1901-02-01	11	4	Sample Insurance	1375	2535.0	false	2
6093	1523	1	3	Sample Product	1901-02-01	10	11	Sample Insurance	1627	4217.0	false	7
6094	1523	1	1	Sample Product	1901-02-01	19	13	Sample Insurance	1206	4507.0	true	9
6095	1523	1	2	Sample Product	1901-02-01	7	2	Sample Insurance	1222	2005.0	true	3
6096	1524	0	1	Sample Product	1901-02-01	17	14	Sample Insurance	1195	3164.0	true	7
6097	1524	3	3	Sample Product	1901-02-01	10	19	Sample Insurance	346	3763.0	true	2
6098	1524	3	1	Sample Product	1901-02-01	7	12	Sample Insurance	1121	3258.0	true	9
6099	1524	3	2	Sample Product	1901-02-01	2	3	Sample Insurance	1961	1561.0	false	3
6100	1525	4	2	Sample Product	1901-02-01	17	13	Sample Insurance	841	4060.0	true	3
6101	1525	1	2	Sample Product	1901-02-01	20	4	Sample Insurance	1560	1916.0	false	2
6102	1525	3	1	Sample Product	1901-02-01	15	19	Sample Insurance	1316	946.0	false	8
6103	1525	1	1	Sample Product	1901-02-01	13	0	Sample Insurance	550	3643.0	true	4
6104	1526	4	2	Sample Product	1901-02-01	11	8	Sample Insurance	586	132.0	false	9
6105	1526	1	3	Sample Product	1901-02-01	6	4	Sample Insurance	1066	106.0	true	7
6106	1526	3	2	Sample Product	1901-02-01	17	19	Sample Insurance	1687	4057.0	false	2
6107	1526	4	1	Sample Product	1901-02-01	5	4	Sample Insurance	1246	3347.0	false	5
6108	1527	1	1	Sample Product	1901-02-01	14	19	Sample Insurance	1516	4906.0	false	9
6109	1527	2	2	Sample Product	1901-02-01	1	13	Sample Insurance	1936	2632.0	false	0
6110	1527	0	2	Sample Product	1901-02-01	19	9	Sample Insurance	1644	3776.0	true	9
6111	1527	2	1	Sample Product	1901-02-01	14	15	Sample Insurance	1851	4869.0	false	2
6112	1528	4	1	Sample Product	1901-02-01	1	16	Sample Insurance	65	2993.0	true	5
6113	1528	4	1	Sample Product	1901-02-01	6	10	Sample Insurance	176	4439.0	false	4
6114	1528	4	2	Sample Product	1901-02-01	10	20	Sample Insurance	901	4069.0	true	1
6115	1528	4	2	Sample Product	1901-02-01	9	9	Sample Insurance	1614	4909.0	true	2
6116	1529	0	0	Sample Product	1901-02-01	3	11	Sample Insurance	1045	3803.0	true	1
6117	1529	1	1	Sample Product	1901-02-01	12	1	Sample Insurance	880	147.0	true	1
6118	1529	1	0	Sample Product	1901-02-01	20	10	Sample Insurance	753	1031.0	false	1
6119	1529	3	2	Sample Product	1901-02-01	4	8	Sample Insurance	1642	2326.0	true	4
6120	1530	1	0	Sample Product	1901-02-01	11	6	Sample Insurance	1181	1515.0	true	8
6121	1530	1	0	Sample Product	1901-02-01	16	17	Sample Insurance	897	4328.0	true	2
6122	1530	3	0	Sample Product	1901-02-01	3	18	Sample Insurance	1864	3477.0	true	6
6123	1530	2	1	Sample Product	1901-02-01	5	16	Sample Insurance	1808	4038.0	true	1
6124	1531	1	1	Sample Product	1901-02-01	14	13	Sample Insurance	1145	1286.0	false	5
6125	1531	1	0	Sample Product	1901-02-01	13	9	Sample Insurance	1977	3034.0	false	8
6126	1531	1	1	Sample Product	1901-02-01	4	19	Sample Insurance	547	4776.0	true	1
6127	1531	2	1	Sample Product	1901-02-01	18	17	Sample Insurance	161	2176.0	false	9
6128	1532	0	1	Sample Product	1901-02-01	16	14	Sample Insurance	88	1722.0	false	7
6129	1532	0	2	Sample Product	1901-02-01	1	13	Sample Insurance	441	1579.0	false	8
6130	1532	2	2	Sample Product	1901-02-01	13	14	Sample Insurance	1548	950.0	false	3
6131	1532	1	3	Sample Product	1901-02-01	6	6	Sample Insurance	830	2492.0	true	2
6132	1533	2	0	Sample Product	1901-02-01	6	11	Sample Insurance	674	3595.0	true	2
6133	1533	2	2	Sample Product	1901-02-01	5	20	Sample Insurance	1331	3563.0	true	5
6134	1533	4	2	Sample Product	1901-02-01	19	18	Sample Insurance	1332	8.0	false	10
6135	1533	3	2	Sample Product	1901-02-01	18	17	Sample Insurance	435	4004.0	true	7
6136	1534	3	1	Sample Product	1901-02-01	1	15	Sample Insurance	611	4802.0	true	7
6137	1534	1	1	Sample Product	1901-02-01	10	5	Sample Insurance	1072	1151.0	true	5
6138	1534	4	2	Sample Product	1901-02-01	17	12	Sample Insurance	1861	2542.0	true	5
6139	1534	0	3	Sample Product	1901-02-01	7	18	Sample Insurance	996	4908.0	false	9
6140	1535	1	1	Sample Product	1901-02-01	9	4	Sample Insurance	688	1587.0	false	3
6141	1535	2	2	Sample Product	1901-02-01	14	8	Sample Insurance	630	1604.0	true	4
6142	1535	4	2	Sample Product	1901-02-01	12	6	Sample Insurance	882	3566.0	false	2
6143	1535	2	2	Sample Product	1901-02-01	6	12	Sample Insurance	1339	4725.0	false	8
6144	1536	4	2	Sample Product	1901-02-01	1	5	Sample Insurance	1304	1006.0	false	4
6145	1536	0	1	Sample Product	1901-02-01	15	19	Sample Insurance	1168	55.0	true	1
6146	1536	4	3	Sample Product	1901-02-01	14	2	Sample Insurance	707	604.0	true	1
6147	1536	3	2	Sample Product	1901-02-01	9	5	Sample Insurance	1005	2705.0	true	7
6148	1537	2	2	Sample Product	1901-02-01	5	1	Sample Insurance	1507	4640.0	true	2
6149	1537	3	0	Sample Product	1901-02-01	10	2	Sample Insurance	208	3538.0	false	3
6150	1537	4	3	Sample Product	1901-02-01	13	3	Sample Insurance	1498	3036.0	false	0
6151	1537	3	0	Sample Product	1901-02-01	7	15	Sample Insurance	659	2487.0	false	9
6152	1538	4	2	Sample Product	1901-02-01	4	5	Sample Insurance	519	3562.0	true	10
6153	1538	2	2	Sample Product	1901-02-01	13	13	Sample Insurance	284	1267.0	true	9
6154	1538	1	1	Sample Product	1901-02-01	4	9	Sample Insurance	1050	2684.0	false	8
6155	1538	1	3	Sample Product	1901-02-01	15	8	Sample Insurance	997	2991.0	true	6
6156	1539	4	2	Sample Product	1901-02-01	6	13	Sample Insurance	1776	4556.0	false	6
6157	1539	1	2	Sample Product	1901-02-01	7	12	Sample Insurance	106	1163.0	true	5
6158	1539	3	3	Sample Product	1901-02-01	13	15	Sample Insurance	1074	658.0	false	8
6159	1539	0	0	Sample Product	1901-02-01	14	18	Sample Insurance	155	582.0	false	1
6160	1540	3	1	Sample Product	1901-02-01	9	11	Sample Insurance	1460	2578.0	false	9
6161	1540	1	2	Sample Product	1901-02-01	5	14	Sample Insurance	214	2632.0	false	9
6162	1540	2	3	Sample Product	1901-02-01	9	16	Sample Insurance	1977	441.0	true	6
6163	1540	2	0	Sample Product	1901-02-01	14	14	Sample Insurance	1616	2468.0	false	7
6164	1541	1	3	Sample Product	1901-02-01	19	17	Sample Insurance	1529	4475.0	true	1
6165	1541	2	2	Sample Product	1901-02-01	2	13	Sample Insurance	1137	596.0	true	3
6166	1541	3	1	Sample Product	1901-02-01	5	19	Sample Insurance	153	2233.0	true	2
6167	1541	4	1	Sample Product	1901-02-01	2	13	Sample Insurance	621	1351.0	true	7
6168	1542	0	2	Sample Product	1901-02-01	8	18	Sample Insurance	1253	3949.0	false	9
6169	1542	1	1	Sample Product	1901-02-01	18	13	Sample Insurance	54	767.0	false	3
6170	1542	3	2	Sample Product	1901-02-01	16	14	Sample Insurance	1759	3543.0	false	9
6171	1542	4	1	Sample Product	1901-02-01	19	11	Sample Insurance	1075	1339.0	false	10
6172	1543	2	0	Sample Product	1901-02-01	2	1	Sample Insurance	1247	2773.0	false	2
6173	1543	3	2	Sample Product	1901-02-01	1	12	Sample Insurance	1947	1182.0	false	2
6174	1543	2	1	Sample Product	1901-02-01	8	13	Sample Insurance	1000	1026.0	true	4
